15,1024876.667,785325.5556,0.250362111,
16,1024876.667,785325.5556,0.250362111,
17,1024876.667,785325.5556,0.250362111,
18,1024876.667,785325.5556,0.250362111,
19,1024876.667,785325.5556,0.250362111,
20,1024876.667,785325.5556,0.250362111,
21,1024876.667,785325.5556,0.250362111,
22,1024876.667,785325.5556,0.250362111,
23,1024876.667,785325.5556,0.250362111,
24,1024876.667,785325.5556,0.250362111,
25,1024876.667,785325.5556,0.250362111,
26,1024876.667,785325.5556,0.250362111,
27,1024876.667,785325.5556,0.250362111,
28,1024876.667,785325.5556,0.250362111,
29,1024876.667,785325.5556,0.250362111,
30,1024876.667,785325.5556,0.250362111,
31,1024876.667,785325.5556,0.250362111,
32,1024876.667,785325.5556,0.250362111,
33,1024876.667,785325.5556,0.250362111,
34,1024876.667,785325.5556,0.250362111,
35,1024876.667,785325.5556,0.250362111,
36,1024876.667,785325.5556,0.250362111,
37,1024876.667,785325.5556,0.250362111,
38,1024876.667,785325.5556,0.250362111,
39,1024876.667,785325.5556,0.250362111,
40,1024876.667,785325.5556,0.250362111,
41,1024876.667,785325.5556,0.250362111,
42,1024876.667,785325.5556,0.250362111,
43,1024876.667,785325.5556,0.250362111,
44,1024876.667,785325.5556,0.250362111,
45,1024876.667,785325.5556,0.250362111,
46,1024876.667,785325.5556,0.250362111,
47,1024876.667,785325.5556,0.250362111,
48,1024876.667,785325.5556,0.250362111,
49,1024876.667,785325.5556,0.250362111,
50,1024876.667,785325.5556,0.250362111,
51,1024876.667,785325.5556,0.250362111,
52,1024876.667,785325.5556,0.250362111,
53,1024876.667,785325.5556,0.250362111,
54,1024876.667,785325.5556,0.250362111,
55,1024876.667,785325.5556,0.250362111,
56,1024876.667,785325.5556,0.250362111,
57,1024876.667,785325.5556,0.250362111,
58,1024876.667,785325.5556,0.250362111,
59,1024876.667,785325.5556,0.250362111,
60,1024876.667,785325.5556,0.250362111,
61,1024876.667,785325.5556,0.250362111,
62,1024876.667,785325.5556,0.250362111,
63,1024876.667,785325.5556,0.250362111,
64,1024876.667,785325.5556,0.250362111,
65,1024876.667,785325.5556,0.250362111,
66,1024876.667,785325.5556,0.250362111,
67,1024876.667,785325.5556,0.250362111,
68,1024876.667,785325.5556,0.250362111,
69,1024876.667,785325.5556,0.250362111,
70,1024876.667,785325.5556,0.250362111,
71,1024876.667,785325.5556,0.250362111,
72,1024876.667,785325.5556,0.250362111,
73,1024876.667,785325.5556,0.250362111,
74,1024876.667,785325.5556,0.250362111,
75,1024876.667,1660952.381,0.197184333,
76,999353.7174,1615217.391,0.18613663,
77,975010.6047,1575348.837,0.179078953,
78,951321.5,1535000,0.174385,
79,928561.1951,1499268.293,0.173186268,
80,905694.8298,1461489.362,0.173161681,
81,882735.075,1424500,0.17499405,
82,861230.3636,1391818.182,0.179516273,
83,838675.8182,1356363.636,0.183046545,
84,816304.2791,1321627.907,0.189514372,
85,795271.3571,1289047.619,0.195298857,
86,772130.1395,1255116.279,0.202340023,
87,748700.4565,1221086.957,0.210597304,
88,725845,1180000,0.218588,
89,702391.8444,1146888.889,0.227694,
90,678556.4444,1107222.222,0.2373235,
91,654699.88,1072400,0.24779986,
92,630322.3023,1039302.326,0.258624605,
93,605874.75,998892.5,0.270106625,
94,580411.8,959850.2,0.2822822,
95,554578.4,920358.1333,0.295462511,
96,529527.1489,882230.1702,0.309591894,
97,503786.7143,842851.1429,0.324082571,
98,478660.7872,804371.6383,0.338932787,
99,452869.4894,764992.7234,0.35569266,
100,428097.8824,727022.8824,0.372316647,
